Id,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status
bufr4/3/04/011/2/008021,04,"Метеорологические последовательности, общепринятые",304011,Час,,008021,Значимость времени,,,,Operational
bufr4/3/04/011/3/004024,04,"Метеорологические последовательности, общепринятые",304011,Час,,004024,Временной период или отклонение,,,,Operational
bufr4/3/04/011/4/110004,04,"Метеорологические последовательности, общепринятые",304011,Час,,110004,Повторить 10 дескрипторов 4 раза,,,,Operational
bufr4/3/04/011/5/008021,04,"Метеорологические последовательности, общепринятые",304011,Час,,008021,Значимость времени,,,,Operational
bufr4/3/04/011/6/004004,04,"Метеорологические последовательности, общепринятые",304011,Час,,004004,Час,,,,Operational
bufr4/3/04/011/7/004005,04,"Метеорологические последовательности, общепринятые",304011,Час,,004005,Минута,,,,Operational
bufr4/3/04/011/8/004006,04,"Метеорологические последовательности, общепринятые",304011,Час,,004006,Секунда,,,,Operational
bufr4/3/04/011/9/008021,04,"Метеорологические последовательности, общепринятые",304011,Час,,008021,Значимость времени,,,,Operational
bufr4/3/04/011/10/004004,04,"Метеорологические последовательности, общепринятые",304011,Час,,004004,Час,,,,Operational
bufr4/3/04/011/11/004005,04,"Метеорологические последовательности, общепринятые",304011,Час,,004005,Минута,,,,Operational
bufr4/3/04/011/12/004006,04,"Метеорологические последовательности, общепринятые",304011,Час,,004006,Секунда,,,,Operational
bufr4/3/04/011/13/011001,04,"Метеорологические последовательности, общепринятые",304011,Час,,011001,Направление ветра,,,,Operational
bufr4/3/04/011/14/011002,04,"Метеорологические последовательности, общепринятые",304011,Час,,011002,Скорость ветра,,,,Operational
bufr4/3/04/011/15/103010,04,"Метеорологические последовательности, общепринятые",304011,Час,,103010,Повторить 3 дескриптора 10 раз,,,,Operational
bufr4/3/04/011/16/002163,04,"Метеорологические последовательности, общепринятые",304011,Час,,002163,Метод определения высоты,,,,Operational
bufr4/3/04/011/17/007004,04,"Метеорологические последовательности, общепринятые",304011,Час,,007004,Давление,,,,Operational
bufr4/3/04/011/18/012001,04,"Метеорологические последовательности, общепринятые",304011,Час,,012001,Температура/температура воздуха (Местоположение платформы),,,,Operational
bufr4/3/04/030/1/027031,04,"Метеорологические последовательности, общепринятые",304030,В направлении 0 градусов долготы — расстояние от центра Земли,,027031,В направлении 0 градусов долготы — расстояние от центра Земли,,,,Operational
bufr4/3/04/030/2/028031,04,"Метеорологические последовательности, общепринятые",304030,В направлении 0 градусов долготы — расстояние от центра Земли,,028031,"В направлении 90 градусов на восток, расстояние от центра Земли",,,,Operational
bufr4/3/04/030/3/010031,04,"Метеорологические последовательности, общепринятые",304030,В направлении 0 градусов долготы — расстояние от центра Земли,,010031,"В направлении Северного полюса, расстояние от центра Земли (Скорость платформы)",,,,Operational
bufr4/3/04/031/1/001041,04,"Метеорологические последовательности, общепринятые",304031,Абсолютная скорость платформы — первый компонент,,001041,Абсолютная скорость платформы — первый компонент,,,,Operational
bufr4/3/04/031/2/001042,04,"Метеорологические последовательности, общепринятые",304031,Абсолютная скорость платформы — первый компонент,,001042,Абсолютная скорость платформы — второй компонент,,,,Operational
bufr4/3/04/031/3/001043,04,"Метеорологические последовательности, общепринятые",304031,Абсолютная скорость платформы — первый компонент,,001043,Абсолютная скорость платформы — третий компонент (Часть облачности),,,,Operational
bufr4/3/04/032/1/002153,04,"Метеорологические последовательности, общепринятые",304032,Центральная частота спутникового канала,,002153,Центральная частота спутникового канала,,,,Operational
bufr4/3/04/032/2/002154,04,"Метеорологические последовательности, общепринятые",304032,Центральная частота спутникового канала,,002154,Ширина полосы частот спутникового канала,,,,Operational
bufr4/3/04/032/3/020081,04,"Метеорологические последовательности, общепринятые",304032,Центральная частота спутникового канала,,020081,Количество облаков в сегменте,,,,Operational
bufr4/3/04/032/4/020082,04,"Метеорологические последовательности, общепринятые",304032,Центральная частота спутникового канала,,020082,"Количество сегментов, свободных от облачности",,,,Operational
bufr4/3/04/032/5/020012,04,"Метеорологические последовательности, общепринятые",304032,Центральная частота спутникового канала,,020012,Тип облачности (Излучение ясного неба),,,,Operational
bufr4/3/04/033/1/002152,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,002152,"Спутниковые приборы, используемые при обработке данных",,,,Operational
bufr4/3/04/033/2/002166,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,002166,Тип излучения,,,,Operational
bufr4/3/04/033/3/002167,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,002167,Метод расчета излучения,,,,Operational
bufr4/3/04/033/4/002153,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,002153,Центральная частота спутникового канала,,,,Operational
bufr4/3/04/033/5/002154,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,002154,Ширина полосы частот спутникового канала,,,,Operational
bufr4/3/04/033/6/012075,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,012075,Спектральная плотность излучения,,,,Operational
bufr4/3/04/033/7/012076,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,012076,Излучение,,,,Operational
bufr4/3/04/033/8/012063,04,"Метеорологические последовательности, общепринятые",304033,"Спутниковые приборы, используемые при обработке данных",,012063,Яркостная температура,(продолж.),,,Operational
bufr4/3/04/034/1/102004,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,102004,Повторить 2 дескриптора 4 раза,,,,Operational
bufr4/3/04/034/2/027001,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,027001,Широта (высокая точность),,,,Operational
bufr4/3/04/034/3/028001,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,028001,Долгота (высокая точность),,,,Operational
bufr4/3/04/034/4/007022,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,007022,Возвышение Солнца,,,,Operational
bufr4/3/04/034/5/005043,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,005043,Номер поля зрения,,,,Operational
bufr4/3/04/034/6/020010,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,020010,Облачность (общая),,,,Operational
bufr4/3/04/034/7/020016,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,020016,Давление на верхней границе облачности,,,,Operational
bufr4/3/04/034/8/033003,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,033003,Информация о качестве,,,,Operational
bufr4/3/04/034/9/010040,04,"Метеорологические последовательности, общепринятые",304034,Повторить 2 дескриптора 4 раза,,010040,Число восстановленных слоев (Данные по суммарному излучению неба),,,,Operational
bufr4/3/04/035/1/002153,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,002153,Центральная частота спутникового канала,,,,Operational
bufr4/3/04/035/2/002154,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,002154,Ширина полосы частот спутникового канала,,,,Operational
bufr4/3/04/035/3/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура,,,,Operational
bufr4/3/04/035/4/008001,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008001,Метеорологическая характеристика Тип элемента изображения: ясно,,,,Operational
bufr4/3/04/035/5/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура Ясно,,,,Operational
bufr4/3/04/035/6/008001,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008001,Метеорологическая характеристика Тип элемента изображения: облачно,,,,Operational
bufr4/3/04/035/7/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура Облачно,,,,Operational
bufr4/3/04/035/8/008001,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008001,Метеорологическая характеристика Отмена,,,,Operational
bufr4/3/04/035/9/008003,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака нижнего яруса,,,,Operational
bufr4/3/04/035/10/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура Облака нижнего яруса,,,,Operational
bufr4/3/04/035/11/008003,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака среднего яруса,,,,Operational
bufr4/3/04/035/12/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура Облака среднего яруса,,,,Operational
bufr4/3/04/035/13/008003,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака верхнего яруса,,,,Operational
bufr4/3/04/035/14/012063,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,012063,Яркостная температура Облака верхнего яруса,,,,Operational
bufr4/3/04/035/15/008003,04,"Метеорологические последовательности, общепринятые",304035,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Отмена (Облачное покрытие),,,,Operational
bufr4/3/04/036/1/020082,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020082,Количество свободных от облаков сегментов,,,,Operational
bufr4/3/04/036/2/008012,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008012,Описатель суши-моря Море,,,,Operational
bufr4/3/04/036/3/020082,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020082,Количество свободных от облаков сегментов Море,,,,Operational
bufr4/3/04/036/4/008012,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008012,Описатель суши/моря Отмена,,,,Operational
bufr4/3/04/036/5/020081,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020081,Облачность в сегменте,,,,Operational
bufr4/3/04/036/6/008003,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008003,Вертикальная значимость (спутниковые наблюдения) Облака нижнего яруса,,,,Operational
bufr4/3/04/036/7/020081,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020081,Облачность в сегменте Облака нижнего яруса,,,,Operational
bufr4/3/04/036/8/008003,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008003,Вертикальная значимость (спутниковые наблюдения) Облака среднего яруса,,,,Operational
bufr4/3/04/036/9/020081,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020081,Облачность в сегменте Облака среднего яруса,,,,Operational
bufr4/3/04/036/10/008003,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008003,Вертикальная значимость (спутниковые наблюдения) Облака верхнего яруса),,,,Operational
bufr4/3/04/036/11/020081,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,020081,Облачность в сегменте Облака верхнего яруса),,,,Operational
bufr4/3/04/036/12/008003,04,"Метеорологические последовательности, общепринятые",304036,Количество свободных от облаков сегментов,,008003,Вертикальная значимость (спутниковые наблюдения) Отмена I.2 — Табл. D BUFR/04 — 3,(продолж.),,,Operational
bufr4/3/04/037/1/002153,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,002153,Центральная частота спутникового канала,,,,Operational
bufr4/3/04/037/2/002154,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,002154,Ширина полосы частот спутникового канала,,,,Operational
bufr4/3/04/037/3/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура,,,,Operational
bufr4/3/04/037/4/008011,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008011,Метеорологическая характеристика Тип элемента изображения: ясно,,,,Operational
bufr4/3/04/037/5/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура Ясно,,,,Operational
bufr4/3/04/037/6/008011,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008011,Метеорологическая характеристика Тип элемента изображения: облачно,,,,Operational
bufr4/3/04/037/7/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура Облачно,,,,Operational
bufr4/3/04/037/8/008011,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008011,Метеорологическая характеристика Отмена,,,,Operational
bufr4/3/04/037/9/008003,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака нижнего яруса,,,,Operational
bufr4/3/04/037/10/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура Облака нижнего яруса,,,,Operational
bufr4/3/04/037/11/008003,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака среднего яруса,,,,Operational
bufr4/3/04/037/12/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура Облака среднего яруса,,,,Operational
bufr4/3/04/037/13/008003,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,008003,Вертикальная значимость (спутниковые наблюдения) Облака верхнего яруса,,,,Operational
bufr4/3/04/037/14/012063,04,"Метеорологические последовательности, общепринятые",304037,Центральная частота спутникового канала,,012063,Яркостная температура Облака верхнего яруса (Излучение в канале),,,,Operational
bufr4/3/04/039/1/201136,04,"Метеорологические последовательности, общепринятые",304039,Изменить длину данных Добавить 8 к длине,,201136,Изменить длину данных Добавить 8 к длине,,,,Operational
bufr4/3/04/039/2/005042,04,"Метеорологические последовательности, общепринятые",304039,Изменить длину данных Добавить 8 к длине,,005042,Номер канала,,,,Operational
bufr4/3/04/039/3/201000,04,"Метеорологические последовательности, общепринятые",304039,Изменить длину данных Добавить 8 к длине,,201000,Изменить длину данных Отмена,,,,Operational
bufr4/3/04/039/4/014046,04,"Метеорологические последовательности, общепринятые",304039,Изменить длину данных Добавить 8 к длине,,014046,Масштабированное излучение (Количественный показатель главного компонента в полосе частот),,,,Operational
bufr4/3/04/040/1/025140,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,025140,Начальный канал,,,,Operational
bufr4/3/04/040/2/025141,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,025141,Конечный канал,,,,Operational
bufr4/3/04/040/3/040026,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,040026,Коэффициент квантования,,,,Operational
bufr4/3/04/040/4/040016,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,040016,Остаточное СКО в полосе частот,,,,Operational
bufr4/3/04/040/5/025062,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,025062,Идентификация базы данных,,,,Operational
bufr4/3/04/040/6/101000,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,101000,Повторение с задержкой 1 дескриптора,,,,Operational
bufr4/3/04/040/7/031002,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,031002,Коэффициент повторения расширенного дескриптора с задержкой,,,,Operational
bufr4/3/04/040/8/040017,04,"Метеорологические последовательности, общепринятые",304040,Начальный канал,,040017,Ненормализованная величина основного компонента,,,,Operational
